cpuMark,threadMark,TDP,cores,testDate,Desktop,Laptop,Mobile/Embedded,Server,Unknown
12239,2751,65.0,6,2019,0,1,0,0,0
12239,2576,65.0,8,2020,1,0,0,0,0
12230,3001,15.0,4,2021,0,1,0,0,0
12222,2018,130.0,8,2014,0,0,0,1,0
12221,2874,65.0,6,2021,1,0,0,0,0
12177,1756,65.0,8,2019,0,0,0,1,0
12124,2740,45.0,6,2020,0,1,0,0,0
12119,1571,115.0,12,2016,0,0,0,1,0
12098,3017,35.0,4,2021,0,1,0,0,0
12083,2067,150.0,8,2013,0,0,0,1,0
12049,2486,15.0,6,2020,0,1,0,0,0
12024,2428,35.0,8,2019,0,0,0,1,0
11960,1209,53.0,16,2016,0,0,0,1,0
11950,1818,90.0,10,2016,0,0,0,1,0
11934,3386,15.0,2,2022,0,0,1,0,0
11931,1629,105.0,10,2014,0,0,0,1,0
11919,1959,110.0,8,2016,0,0,0,1,0
11839,2893,15.0,4,2021,0,1,0,0,0
11820,1397,65.0,12,2015,0,0,0,1,0
11818,2648,45.0,6,2019,0,1,0,0,0
11777,2040,120.0,10,2015,0,0,0,1,0
11736,1802,80.0,8,2019,0,0,0,1,0
11718,1658,115.0,10,2014,0,0,0,1,0
11660,2427,65.0,4,2020,1,0,0,0,0
11645,1319,45.0,16,2020,0,0,0,1,0
11604,2620,45.0,6,2021,0,1,0,0,0
11547,1435,75.0,14,2017,0,0,0,1,0
11534,2406,140.0,6,2016,0,0,0,1,0
11523,1366,135.0,22,2017,0,0,0,1,0
11483,2550,45.0,6,2019,0,1,0,0,0
11453,2847,15.0,4,2021,0,1,0,0,0
11436,1385,65.0,14,2017,0,0,0,1,0
11391,2539,45.0,6,2020,0,1,0,0,0
11376,2422,35.0,6,2020,1,0,0,0,0
11373,1774,85.0,10,2016,0,0,0,1,0
11357,2912,65.0,4,2021,1,0,0,0,0
11344,1749,135.0,10,2016,0,0,0,1,0
11332,2558,35.0,4,2020,1,0,0,0,0
11315,2564,65.0,4,2021,1,0,0,0,0
11295,2407,140.0,6,2016,1,0,0,0,0
11281,1272,53.0,16,2021,0,0,0,0,1
11270,2567,35.0,4,2020,1,0,0,0,0
11207,2487,45.0,6,2019,0,1,0,0,0
11205,1865,90.0,8,2014,0,0,0,1,0
11152,2249,135.0,6,2016,0,0,0,1,0
11137,1821,85.0,8,2019,0,0,0,1,0
11119,3335,15.0,2,2022,0,1,1,0,0
11119,2853,80.0,6,2019,0,0,0,1,0
11114,3017,15.0,4,2021,0,1,1,0,0
11098,2454,15.0,6,2020,0,1,0,0,0
11079,1433,75.0,12,2017,0,0,0,1,0
11048,2832,35.0,4,2021,0,1,0,0,0
11019,3084,28.0,4,2021,0,1,0,0,0
10948,2899,15.0,4,2020,0,1,0,0,0
10946,2454,45.0,6,2018,0,1,0,0,0
10930,2540,35.0,4,2020,0,1,0,0,0
10904,2481,45.0,6,2018,0,1,0,0,0
10902,1503,95.0,10,2016,0,0,0,1,0
10897,3053,35.0,4,2021,0,1,0,0,0
10864,1743,55.0,10,2017,0,0,0,1,0
10845,2607,53.0,8,2021,0,0,1,0,0
10844,2667,105.0,4,2020,0,0,0,1,0
10838,2786,95.0,6,2019,1,0,0,0,0
10838,1384,105.0,12,2018,0,0,0,1,0
10833,2540,65.0,4,2020,1,0,0,0,0
10826,2309,35.0,8,2019,1,1,0,0,0
10803,2489,45.0,6,2018,0,1,0,0,0
10793,2773,95.0,6,2018,1,0,0,0,0
10792,2548,65.0,4,2020,1,0,0,0,0
10747,2652,80.0,6,2018,0,0,0,1,0
10736,2445,35.0,8,2019,1,0,0,0,0
10732,2951,35.0,4,2021,0,1,0,0,0
10681,2272,140.0,6,2016,1,0,0,0,0
10595,2877,15.0,4,2020,0,1,0,0,0
10561,3014,28.0,4,2021,0,1,0,0,0
10525,1486,105.0,10,2019,0,0,0,1,0
10476,1466,65.0,16,2021,0,0,0,1,0
10464,1872,75.0,8,2017,0,0,0,1,0
10454,2691,15.0,4,2021,0,0,1,0,0
10431,2366,35.0,6,2018,1,0,0,0,0
10413,2821,28.0,4,2021,0,1,0,0,0
10401,1685,65.0,6,2017,1,0,0,0,0
10392,1771,85.0,8,2014,0,0,0,1,0
10391,2071,135.0,6,2015,0,0,0,1,0
10382,1498,95.0,10,2014,0,0,0,1,0
10373,2116,140.0,6,2014,0,0,0,1,0
10372,1514,105.0,12,2017,0,0,0,1,0
10369,2751,65.0,6,2019,1,0,0,0,0
10365,2342,35.0,6,2020,1,0,0,0,0
10348,1445,70.0,8,2018,0,0,0,1,0
10333,2399,45.0,6,2018,0,1,0,0,0
10330,2676,65.0,6,2019,1,0,0,0,0
10316,2827,53.0,4,2021,0,1,0,0,0
10308,2890,65.0,4,2022,1,0,0,0,0
10304,2063,140.0,6,2014,1,0,0,0,0
10279,2612,15.0,4,2021,0,0,0,1,0
10274,1442,95.0,10,2013,0,0,0,1,0
10258,1928,30.0,8,2019,0,0,0,1,0
10246,1613,85.0,8,2017,0,0,0,1,0
10223,2073,130.0,6,2013,0,0,0,1,0
10195,2609,95.0,6,2017,1,0,0,0,0
10170,1702,45.0,8,2016,0,0,0,1,0
10129,2364,15.0,4,2020,0,1,0,0,0
10126,2460,15.0,6,2019,0,1,0,0,0
10115,2848,65.0,4,2020,1,0,0,0,0
10100,2727,15.0,4,2020,0,1,0,0,0
10093,2484,28.0,4,2020,0,1,0,0,0
10085,2331,45.0,6,2018,0,1,0,0,0
10052,2168,35.0,6,2020,1,0,0,0,0
10046,2401,15.0,4,2021,0,1,0,0,0
10039,2599,120.0,4,2017,0,0,0,1,0
10028,1602,45.0,8,2015,0,0,0,1,0
9995,1675,95.0,8,2013,0,0,0,1,0
9960,2145,35.0,6,2022,0,1,1,0,0
9949,1483,75.0,10,2015,0,0,0,1,0
9932,2511,28.0,4,2021,0,1,0,0,0
9906,2078,130.0,6,2013,1,0,0,0,0
9903,2871,71.0,4,2020,0,0,0,1,0
9864,2805,112.0,4,2017,1,0,0,0,0
9849,2582,65.0,6,2018,1,0,0,0,0
9847,1292,75.0,12,2016,0,0,0,1,0
9832,1657,135.0,8,2012,0,0,0,1,0
9826,2807,71.0,4,2019,0,0,0,1,0
9814,2010,140.0,6,2014,1,0,0,0,0
9796,1693,150.0,8,2012,0,0,0,1,0
9767,1571,115.0,8,2013,0,0,0,1,0
9756,2549,15.0,4,2021,0,1,0,0,0
9698,2578,65.0,6,2019,1,0,0,0,0
9689,2834,65.0,4,2021,1,0,0,0,0
9684,2342,35.0,4,2020,1,0,0,0,0
9660,2758,83.0,4,2019,0,0,0,1,0
9658,2730,95.0,4,2016,1,0,0,0,0
9643,2340,35.0,4,2020,1,0,0,0,0
9641,2788,15.0,4,2022,0,1,0,0,0
9626,2323,28.0,4,2020,0,1,0,0,0
9596,2650,71.0,4,2018,0,0,0,1,0
9576,2485,65.0,6,2018,1,0,0,0,0
9544,2471,65.0,6,2019,1,1,0,0,0
9498,2328,65.0,4,2020,1,0,0,0,0
9478,2479,65.0,6,2019,1,0,0,0,0
9429,2574,65.0,6,2019,0,1,0,0,0
9428,2372,105.0,4,2019,0,0,0,1,0
9402,2158,65.0,4,2017,1,0,0,0,0
9384,2319,65.0,4,2019,1,0,0,0,0
9377,1817,135.0,6,2018,0,0,0,1,0
9361,1561,130.0,8,2012,0,0,0,1,0
9360,1963,130.0,6,2013,1,0,0,0,0
9331,2360,65.0,4,2019,1,0,0,0,0
9323,2026,130.0,6,2013,0,0,0,1,0
9322,2679,71.0,4,2019,0,0,0,1,0
9320,1786,130.0,8,2015,0,0,0,1,0
9307,2330,65.0,4,2019,1,0,0,0,0
9284,2677,65.0,4,2020,1,0,0,0,0
9276,2692,79.0,4,2018,0,0,0,1,0
9262,1558,85.0,8,2018,0,0,0,1,0
9236,988,65.0,12,2017,0,0,0,1,0
9229,2593,73.0,4,2017,0,0,0,1,0
9223,835,65.0,16,2016,0,0,0,1,0
9222,2404,65.0,6,2017,1,0,0,0,0
9216,1118,53.0,12,2016,0,0,0,1,0
9212,2296,35.0,6,2020,0,1,0,0,0
9166,2561,72.0,4,2017,0,0,0,1,0
9152,1610,85.0,8,2016,0,0,0,1,0
9142,2793,15.0,4,2021,0,0,1,0,0
9141,2675,53.0,4,2021,1,0,0,0,0
9139,1426,85.0,8,2016,0,0,0,1,0
9112,2139,25.0,6,2019,1,1,0,0,0
9104,2269,50.0,4,2022,0,0,0,1,0
9083,2110,65.0,4,2017,1,0,0,0,0
9083,1895,130.0,6,2013,0,0,0,1,0
9075,1647,45.0,8,2019,0,0,0,1,0
9067,2281,65.0,4,2020,1,0,0,0,0
9061,1317,105.0,12,2017,0,0,0,1,0
8985,2324,35.0,4,2020,1,0,0,0,0
8978,1532,55.0,8,2016,0,0,0,1,0
8967,2520,95.0,4,2015,1,0,0,0,0
8928,2718,65.0,4,2021,1,0,0,0,0
8916,2738,45.0,4,2020,0,1,0,0,0
8902,1477,115.0,8,2012,0,0,0,1,0
8882,2510,53.0,4,2014,0,0,0,0,1
8862,2462,72.0,4,2017,0,0,0,1,0
8854,2604,65.0,4,2020,1,0,0,0,0
8853,2456,72.0,4,2017,0,0,0,1,0
8800,2637,65.0,4,2020,1,0,0,0,0
8771,2120,105.0,4,2017,0,0,0,1,0
8759,2458,100.0,4,2018,0,1,0,0,0
8745,2580,28.0,4,2018,0,1,0,0,0
8741,2569,71.0,4,2019,0,0,0,1,0
8729,2158,65.0,4,2018,1,0,0,0,0
8692,2616,45.0,4,2020,1,1,0,0,0
8686,2255,120.0,4,2020,0,0,0,1,0
8684,583,53.0,32,2021,0,0,0,0,1
8668,2401,15.0,4,2019,0,1,0,0,0
8659,2441,73.0,4,2017,0,0,0,1,0
8638,2472,65.0,4,2016,1,0,0,0,0
8630,1476,130.0,8,2012,0,0,0,1,0
8611,1350,70.0,10,2017,0,0,0,1,0
8596,1816,130.0,6,2011,1,0,0,0,0
8541,3414,53.0,6,2021,0,0,1,0,0
8523,2773,28.0,4,2020,0,1,0,0,0
8489,2229,120.0,4,2017,0,0,0,1,0
8488,2190,45.0,4,2018,0,1,1,0,0
8472,1393,115.0,8,2017,0,0,0,1,0
8447,1754,85.0,8,2021,0,0,0,1,0
8422,3089,65.0,4,2022,0,0,0,1,0
8421,2327,80.0,4,2015,0,0,0,1,0
8417,1790,130.0,6,2012,0,0,0,1,0
8414,2481,45.0,4,2020,0,1,0,0,0
8411,1399,115.0,8,2012,0,0,0,1,0
8408,2402,65.0,4,2017,0,0,0,1,0
8408,2352,72.0,4,2017,0,0,0,1,0
8393,2175,35.0,6,2019,1,0,0,0,0
8388,2543,65.0,4,2018,0,1,0,0,0
8388,2299,15.0,4,2019,0,1,0,0,0
8378,2132,65.0,4,2018,1,0,0,0,0
8373,1832,150.0,6,2012,1,0,0,0,0
8353,2322,15.0,6,2020,0,1,0,0,0
8320,2343,80.0,4,2016,0,0,0,1,0
8320,1340,140.0,16,2014,0,0,0,1,0
8317,2279,80.0,4,2015,0,0,0,1,0
8277,2104,35.0,4,2019,0,1,0,0,0
8269,2266,35.0,4,2019,1,0,0,0,0
8261,2501,45.0,4,2019,0,1,0,0,0
8256,2200,35.0,6,2019,1,0,0,0,0
8254,2323,80.0,4,2015,0,0,0,1,0
8251,2277,15.0,4,2019,0,1,0,0,0
8244,1762,130.0,6,2011,1,0,0,0,0
8240,1443,95.0,8,2013,0,0,0,1,0
8229,2297,65.0,4,2021,1,0,1,0,0
8227,2180,35.0,6,2018,1,0,0,0,0
8225,2571,15.0,4,2019,0,1,0,0,0
8215,2143,45.0,4,2019,1,0,1,0,0
8184,2386,35.0,4,2017,0,1,0,1,0
8167,1604,45.0,6,2021,0,0,1,1,0
8136,2456,35.0,4,2021,1,0,0,0,0
8134,2180,35.0,4,2018,1,0,0,0,0
8131,2246,28.0,4,2018,0,1,0,0,0
8113,1745,130.0,6,2012,0,0,0,1,0
8104,1395,95.0,8,2012,0,0,0,1,0
8078,2300,65.0,4,2015,1,0,0,0,0
8073,2284,80.0,4,2015,0,0,0,1,0
8061,2467,88.0,4,2014,1,0,0,0,0
8055,2561,28.0,4,2021,0,1,1,0,0
8037,2466,45.0,4,2018,0,1,0,0,0
8030,1302,115.0,6,2013,0,0,0,1,0
8028,2466,28.0,4,2019,0,1,0,0,0
8022,2340,65.0,4,2016,0,0,0,1,0
8021,2179,45.0,4,2018,0,0,0,1,0
7997,2350,35.0,4,2020,1,0,0,0,0
7994,2078,35.0,4,2019,0,1,0,0,0
7990,2291,100.0,4,2018,0,1,0,0,0
7947,2288,65.0,4,2018,0,1,0,0,0
7938,2148,45.0,4,2017,0,0,0,1,0
7930,2131,45.0,4,2016,0,1,0,1,0
7906,1693,85.0,6,2014,0,0,0,1,0
7880,2122,80.0,4,2016,0,0,0,1,0
7854,2313,15.0,4,2020,0,1,0,0,0
7850,2350,35.0,4,2021,1,0,0,0,0
7846,2125,15.0,4,2019,0,1,0,0,0
7836,2136,45.0,4,2019,0,1,0,0,0
7819,2057,35.0,6,2019,1,0,0,0,0
7801,2318,65.0,4,2015,1,0,0,0,0
7793,2349,45.0,4,2019,0,1,0,0,0
7783,1904,65.0,4,2017,1,0,0,0,0
7757,2287,45.0,4,2016,0,0,0,1,0
7741,1275,95.0,8,2014,0,0,0,1,0
7737,2307,15.0,4,2019,0,1,0,0,0
7731,1750,60.0,4,2018,0,0,0,1,0
7717,2229,65.0,4,2017,1,0,0,0,0
7714,2318,65.0,4,2016,1,0,0,0,0
7702,2321,65.0,4,2020,1,0,0,0,0
7699,2045,35.0,6,2018,1,0,0,0,0
7696,2288,47.0,4,2015,0,1,0,0,0
7694,2823,91.0,4,2020,1,0,0,0,0
7682,2179,45.0,4,2017,0,1,0,0,0
7681,2053,15.0,4,2020,0,0,0,0,1
7680,2314,15.0,4,2019,0,1,0,0,0
7678,2360,45.0,4,2020,0,1,0,0,0
7662,2378,45.0,4,2019,0,0,0,1,0
7656,2164,45.0,4,2019,0,1,0,0,0
7651,2227,15.0,4,2019,0,1,0,0,0
7629,2125,45.0,4,2016,0,0,0,1,0
7614,2260,95.0,4,2018,0,0,0,1,0
7585,2366,140.0,4,2016,0,0,0,1,0
7582,1696,85.0,4,2016,0,0,0,1,0
7568,2325,15.0,4,2020,0,1,0,0,0
7566,2364,65.0,4,2019,1,0,0,0,0
7561,2156,35.0,4,2017,1,0,0,0,0
7545,2726,71.0,4,2019,0,0,0,1,0
7542,2309,45.0,4,2018,0,1,0,0,0
7530,2108,35.0,4,2018,1,0,0,0,0
7523,2124,45.0,4,2015,0,1,0,1,0
7518,2749,71.0,4,2018,0,0,0,1,0
7501,1596,130.0,6,2012,0,0,0,1,0
7485,2040,135.0,4,2014,0,0,0,1,0
7475,1102,70.0,10,2017,0,0,0,1,0
7470,1574,80.0,6,2013,0,0,0,1,0
7456,2127,140.0,4,2014,0,0,0,1,0
7453,2207,45.0,4,2019,0,1,0,0,0
7449,2226,45.0,4,2017,0,1,0,0,0
7447,1424,45.0,6,2017,0,0,0,1,0
7447,1924,35.0,6,2018,1,0,0,0,0
7437,2251,140.0,4,2016,0,0,0,1,0
7432,2271,80.0,4,2014,0,0,0,1,0
7418,2391,84.0,4,2014,0,0,0,1,0
7410,1154,95.0,8,2015,0,0,0,1,0
7406,2340,82.0,4,2015,0,0,0,1,0
7405,2319,35.0,4,2020,0,1,0,0,0
7378,2119,45.0,4,2016,0,1,0,0,0
7372,2051,15.0,4,2018,0,1,0,0,0
7363,939,53.0,6,2019,0,0,0,0,1
7358,2711,62.0,4,2019,1,0,0,0,0
7353,957,45.0,12,2017,0,0,0,1,0
7345,2258,84.0,4,2014,0,0,0,1,0
7335,1266,95.0,8,2012,0,0,0,1,0
7318,2666,91.0,4,2019,1,0,0,0,0
7317,2199,35.0,4,2020,1,0,0,0,0
7317,2013,15.0,4,2019,0,1,0,0,0
7310,2009,15.0,4,2019,0,1,0,0,0
7279,2666,62.0,4,2019,1,0,0,0,0
7279,1129,53.0,8,2019,0,0,0,1,0
7271,2091,35.0,4,2015,1,0,0,0,0
7256,2294,82.0,4,2013,0,0,0,1,0
7245,2184,80.0,4,2013,0,0,0,1,0
7235,2234,84.0,4,2014,1,0,0,0,0
7229,1027,105.0,10,2019,0,0,0,1,0
7223,2434,71.0,4,2019,0,0,0,1,0
7218,2189,84.0,4,2014,0,0,0,1,0
7209,2140,45.0,4,2017,0,1,0,0,0
7208,1606,130.0,6,2011,0,0,0,1,0
7188,2218,65.0,4,2019,1,0,0,0,0
7181,1106,70.0,8,2015,0,0,0,1,0
7176,1104,35.0,8,2018,0,0,0,1,0
7175,1179,35.0,8,2019,0,0,0,1,0
7145,1966,45.0,4,2016,0,1,0,0,0
7145,2301,15.0,4,2022,0,1,1,0,0
7143,2213,95.0,4,2013,0,0,0,1,0
7137,1600,130.0,6,2011,1,0,0,0,0
7129,2165,84.0,4,2013,1,0,0,0,0
7118,718,45.0,12,2019,0,0,0,1,0
7102,1982,15.0,4,2019,0,1,0,0,0
7095,1547,115.0,6,2011,0,0,0,1,0
7093,2164,35.0,4,2020,1,0,0,0,0
7092,2033,45.0,4,2015,0,0,0,1,0
7080,2183,45.0,4,2017,0,0,0,1,0
7079,1683,53.0,6,2010,1,0,0,0,0
7074,2190,84.0,4,2013,1,0,0,0,0
7073,2118,65.0,4,2018,0,1,0,0,0
7071,2189,35.0,4,2019,0,1,0,0,0
7070,2150,80.0,4,2014,0,0,0,1,0
7065,2161,80.0,4,2013,0,0,0,1,0
7062,2362,15.0,4,2020,0,1,0,0,0
7060,2286,57.0,4,2014,0,1,0,0,0
7045,1930,10.0,4,2020,0,1,0,0,0
7037,2216,65.0,4,2019,1,0,0,0,0
7036,2119,47.0,4,2018,0,1,0,0,0
7030,2166,84.0,4,2013,1,0,0,0,0
7018,1558,130.0,6,2011,1,0,0,0,0
7012,1233,95.0,8,2012,0,0,0,1,0
7008,2142,84.0,4,2013,0,0,0,1,0
7002,2308,65.0,4,2022,1,0,0,0,0
6998,2152,80.0,4,2014,0,0,0,1,0
6991,2024,140.0,4,2014,0,0,0,1,0
6987,2220,84.0,4,2016,0,0,0,1,0
6986,1363,95.0,6,2016,0,0,0,1,0
6977,2537,71.0,4,2019,0,0,0,1,0
6968,1964,15.0,4,2019,0,1,0,0,0
6957,2070,45.0,4,2016,0,1,0,0,0
6954,2073,35.0,4,2018,0,0,0,1,0
6954,2198,65.0,4,2014,1,0,0,0,0
6939,1990,45.0,4,2015,0,1,0,0,0
6927,962,95.0,8,2014,0,0,0,1,0
6925,2096,65.0,4,2017,1,0,0,0,0
6925,1091,53.0,16,2015,0,0,0,1,0
6924,1969,45.0,4,2016,0,1,0,0,0
6921,1829,15.0,4,2018,0,1,0,0,0
6917,1547,130.0,6,2010,0,0,0,1,0
6906,1941,45.0,4,2015,0,1,0,0,0
6897,2073,135.0,4,2016,0,0,0,1,0
6896,3084,46.0,2,2022,1,0,0,0,0
6895,1806,15.0,4,2017,0,1,0,0,0
6869,2566,91.0,4,2017,1,0,0,0,0
6869,1861,105.0,4,2015,0,0,0,1,0
6867,1608,130.0,6,2011,0,0,0,1,0
6866,2219,47.0,4,2015,0,1,0,0,0
6864,1413,80.0,6,2014,0,0,0,1,0
6862,2489,91.0,4,2017,1,0,0,0,0
6848,2132,65.0,4,2014,0,0,0,1,0
6837,2363,15.0,4,2019,0,1,0,0,0
6830,1239,95.0,8,2015,0,0,0,1,0
6824,1936,15.0,4,2020,0,1,0,0,0
6822,1961,15.0,4,2018,0,1,1,0,0
6819,2148,65.0,4,2013,1,0,0,0,0
6813,1532,130.0,6,2010,1,0,0,0,0
6811,1510,130.0,6,2010,0,0,0,1,0
6781,2060,65.0,4,2018,1,0,0,0,0
6779,2188,47.0,4,2013,0,1,0,0,0
6774,1235,70.0,10,2018,0,0,0,1,0
6771,3112,15.0,1,2022,0,1,1,0,0
6768,1829,220.0,4,2013,1,0,0,0,0
6768,2519,65.0,4,2019,1,0,0,0,0
6767,2250,47.0,4,2014,0,1,0,0,0
6760,2081,80.0,4,2013,0,0,0,1,0
6753,2180,57.0,4,2013,0,1,0,0,0
6734,2012,35.0,4,2016,1,0,0,0,0
6703,2058,65.0,4,2018,1,0,0,0,0
6675,2511,112.0,4,2017,1,0,0,0,0
6658,2281,15.0,4,2020,0,1,0,0,0
6645,1096,115.0,8,2015,0,0,0,1,0
6643,1969,53.0,4,2022,0,0,1,0,0
6625,2519,65.0,4,2019,1,0,0,0,0
6613,2151,77.0,4,2012,0,0,0,1,0
6610,1388,60.0,6,2014,0,0,0,1,0
6607,2323,15.0,4,2021,0,1,0,0,0
6598,2476,65.0,4,2017,1,0,0,0,0
6596,1857,53.0,8,2021,0,0,1,0,0
6591,2393,53.0,2,2019,0,0,0,1,0
6566,1321,60.0,6,2019,0,0,0,1,0
6555,1834,15.0,4,2017,0,1,0,0,0
6554,1741,53.0,8,2021,0,0,1,0,0
6544,1919,45.0,4,2015,0,1,0,0,0
6537,2049,35.0,4,2018,1,0,0,0,0
6535,2015,130.0,4,2013,0,0,0,1,0
6534,1501,130.0,6,2011,0,0,0,1,0
6533,1787,53.0,8,2021,0,0,1,0,0
6511,2174,69.0,4,2012,0,0,0,1,0
6501,1945,130.0,4,2013,1,0,0,0,0
6499,1455,130.0,6,2010,1,0,0,0,0
6462,2082,77.0,4,2012,1,0,0,0,0
6461,2112,87.0,4,2012,0,0,0,1,0
6460,1401,95.0,6,2018,0,0,0,1,0
6450,2207,65.0,4,2018,0,0,0,1,0
6431,2064,69.0,4,2012,0,0,0,1,0
6429,2161,65.0,4,2014,1,0,0,0,0
6420,1690,85.0,4,2018,0,0,0,1,0
6418,1830,53.0,8,2021,0,0,1,0,0
6415,1210,52.0,6,2018,0,0,0,1,0
6401,2233,15.0,4,2019,0,1,0,0,0
6397,2076,77.0,4,2012,1,0,0,0,0
6387,2089,47.0,4,2014,0,1,0,0,0
6385,953,140.0,16,2013,0,0,0,1,0
6385,2732,53.0,8,2021,0,0,1,0,0
6383,2236,15.0,4,2019,0,1,0,0,0
6378,1473,95.0,6,2011,0,0,0,1,0
6362,1382,80.0,6,2014,0,0,0,1,0
6358,2246,15.0,4,2018,0,1,0,0,0
6358,2154,15.0,4,2017,0,1,0,0,0
6347,1936,65.0,4,2017,1,0,0,0,0
6333,2029,25.0,4,2019,0,0,0,1,0
6321,1348,95.0,6,2012,0,0,0,1,0
6316,2042,77.0,4,2012,0,0,0,1,0
6312,2303,73.0,4,2017,0,0,0,1,0
6307,2332,91.0,4,2015,1,0,0,0,0
6304,1927,65.0,4,2017,1,0,0,0,0
6301,2044,69.0,4,2012,0,0,0,1,0
6300,1944,47.0,4,2014,0,1,0,0,0
6299,1972,47.0,4,2013,0,1,0,0,0
6298,1552,130.0,6,2014,0,0,0,1,0
6291,2100,45.0,4,2014,1,0,0,0,0
6284,2031,15.0,4,2017,0,1,0,0,0
6273,2695,53.0,2,2020,0,1,0,0,0
6265,2019,47.0,4,2014,0,1,0,0,0
6246,1303,80.0,6,2013,0,0,0,1,0
6245,1005,115.0,8,2013,0,0,0,1,0
6244,1849,130.0,4,2014,0,0,0,1,0
6239,2166,15.0,4,2019,0,1,0,0,0
6205,1875,40.0,4,2021,0,0,0,1,0
6202,1836,120.0,4,2018,0,0,0,1,0
6192,1994,69.0,4,2012,0,0,0,1,0
6187,2527,15.0,4,2020,0,1,0,0,0
6180,1832,10.0,4,2020,0,1,0,0,0
6178,2034,65.0,4,2012,1,0,0,0,0
6173,1906,25.0,4,2017,0,0,0,1,0
6163,2240,65.0,4,2017,1,0,0,0,0
6162,2318,35.0,4,2019,1,0,0,0,0
6145,2147,53.0,8,2021,0,0,1,0,0
6144,2060,15.0,4,2019,0,1,0,0,0
6138,1901,47.0,4,2014,0,1,0,0,0
6136,2262,62.0,4,2018,1,0,0,0,0
6131,1270,95.0,6,2012,0,0,0,1,0
6128,1626,125.0,4,2014,1,0,0,0,0
6125,1934,47.0,4,2014,0,1,0,0,0
6107,2284,65.0,4,2015,1,0,0,0,0
6107,1387,95.0,6,2010,0,0,0,1,0
6103,2122,15.0,4,2018,0,1,0,0,0
6090,1392,95.0,6,2010,0,0,0,1,0
6089,2249,65.0,4,2015,1,0,0,0,0
6088,1848,25.0,4,2017,0,1,0,1,0
6081,2363,65.0,4,2019,0,1,0,0,0
6079,1654,35.0,4,2018,0,1,0,1,0
6073,2231,35.0,4,2017,1,0,0,0,0
6073,1156,95.0,8,2012,0,0,0,1,0
6069,1231,115.0,6,2013,0,0,0,1,0
6064,2284,65.0,4,2016,1,0,0,0,0
6057,1963,65.0,4,2018,0,0,0,1,0
6051,1951,47.0,4,2013,0,1,0,0,0
6050,1787,53.0,4,2021,0,0,0,0,1
6035,2106,45.0,4,2015,0,0,0,1,0
6034,2004,47.0,4,2014,0,1,0,0,0
6023,2025,47.0,4,2015,0,1,0,0,0
5998,2015,53.0,8,2021,0,0,1,0,0
5988,2200,53.0,4,2019,0,1,0,0,0
5987,2104,45.0,4,2012,0,0,0,1,0
5985,1671,220.0,4,2013,1,0,0,0,0
5982,1853,15.0,4,2018,0,1,0,0,0
5969,1576,125.0,4,2012,1,0,0,0,0
5966,1954,45.0,4,2012,0,1,0,0,0
5964,2076,15.0,4,2017,0,1,0,0,0
5961,2064,80.0,4,2016,0,0,0,1,0
5941,1932,15.0,4,2017,0,1,0,0,0
5929,1091,70.0,8,2012,0,0,0,1,0
5917,1938,15.0,4,2020,1,0,1,0,0
5910,1281,35.0,6,2016,0,1,0,1,0
5908,2065,53.0,8,2021,0,0,1,0,0
5905,2124,47.0,4,2015,0,1,0,0,0
5904,1976,15.0,4,2021,0,1,0,0,0
5903,1211,60.0,6,2015,0,0,0,1,0
5900,1282,95.0,6,2014,0,0,0,1,0
5897,2000,35.0,4,2018,1,0,0,0,0
5889,1127,115.0,8,2015,0,0,0,1,0
5876,1724,45.0,4,2016,0,0,0,1,0
5871,1774,130.0,4,2012,0,0,0,1,0
5863,1190,95.0,6,2012,0,0,0,1,0
5842,1689,80.0,4,2015,0,0,0,1,0
5834,1894,53.0,8,2022,0,0,1,0,0
5829,1944,47.0,4,2013,0,1,0,0,0
5827,2005,25.0,4,2018,1,0,0,0,0
5803,1899,15.0,4,2019,0,1,0,0,0
5800,1895,47.0,4,2014,0,1,0,0,0
5776,2552,15.0,2,2022,0,0,1,0,0
5776,1060,65.0,4,2012,0,0,0,1,0
5769,1013,70.0,8,2015,0,0,0,1,0
5762,1870,47.0,4,2014,0,1,0,0,0
5761,1302,95.0,6,2010,0,0,0,1,0
5761,2452,53.0,8,2021,0,0,1,0,0
5755,1915,45.0,4,2012,0,1,0,0,0
5754,1013,85.0,8,2018,0,0,0,1,0
5754,1736,130.0,4,2012,1,0,0,0,0
5748,1930,45.0,4,2013,1,0,0,0,0
5735,1840,53.0,8,2022,0,0,1,0,0
5734,1965,7.0,8,2021,0,0,0,0,1
5729,1938,72.0,4,2017,0,0,0,1,0
5724,2544,53.0,8,2021,0,0,1,0,0
5711,2131,45.0,4,2021,0,1,0,0,0
5708,1885,45.0,4,2012,0,1,0,0,0
5707,2019,80.0,4,2016,0,0,0,1,0
5701,2262,53.0,8,2021,0,0,1,0,0
5700,1910,55.0,4,2012,0,1,0,0,0
5688,1766,53.0,8,2021,0,0,1,0,0
5682,1875,65.0,4,2020,0,0,0,1,0
5671,1930,55.0,4,2012,0,1,0,0,0
5665,1694,53.0,8,2022,0,0,1,0,0
5655,2096,35.0,4,2015,1,0,0,0,0
5655,2123,65.0,4,2015,1,0,0,0,0
5651,1859,45.0,4,2012,0,1,0,0,0
5625,1157,115.0,6,2014,0,0,0,1,0
5623,2197,88.0,4,2014,1,0,0,0,0
5620,1844,37.0,4,2015,0,1,0,0,0
