cpuMark,threadMark,TDP,cores,testDate,Desktop,Laptop,Mobile/Embedded,Server,Unknown
5604,1786,95.0,4,2011,1,0,0,0,0
5599,1733,47.0,4,2013,0,1,0,0,0
5596,2146,53.0,8,2021,0,0,1,0,0
5589,2285,65.0,4,2016,1,0,0,0,0
5573,1933,45.0,4,2012,1,0,0,0,0
5572,2205,84.0,4,2014,1,0,0,0,0
5572,1165,115.0,8,2013,0,0,0,1,0
5561,1184,53.0,8,2021,0,0,0,0,1
5560,1784,47.0,4,2013,0,1,0,0,0
5555,2248,15.0,4,2019,0,1,0,0,0
5548,2251,65.0,4,2015,1,0,0,0,0
5547,2154,84.0,4,2013,1,0,0,0,0
5526,2029,45.0,4,2017,0,1,0,0,0
5523,1646,130.0,4,2012,0,0,0,1,0
5520,2115,84.0,4,2014,0,0,0,1,0
5518,1784,47.0,4,2014,0,1,0,0,0
5510,1780,95.0,4,2011,0,0,0,1,0
5507,1745,15.0,4,2018,0,1,0,0,0
5502,1682,53.0,8,2022,0,0,1,0,0
5500,1754,47.0,4,2015,0,1,0,0,0
5500,1745,95.0,4,2010,1,0,0,0,0
5499,2103,65.0,4,2017,1,0,0,0,0
5459,1775,45.0,4,2012,0,1,0,0,0
5440,2142,84.0,4,2013,1,0,0,0,0
5440,1578,53.0,4,2012,0,0,0,0,1
5435,600,53.0,16,2021,0,0,0,0,1
5429,2321,53.0,8,2021,0,0,1,0,0
5427,1744,35.0,4,2014,1,0,0,0,0
5427,1734,45.0,4,2014,0,0,0,1,0
5419,2106,35.0,4,2019,1,0,0,0,0
5414,2027,65.0,4,2016,1,0,0,0,0
5409,1472,125.0,4,2012,1,0,0,0,0
5398,1744,80.0,4,2011,0,0,0,1,0
5386,1761,80.0,4,2011,0,0,0,1,0
5380,2186,65.0,4,2014,1,0,0,0,0
5372,1730,95.0,4,2011,0,0,0,1,0
5368,1943,45.0,4,2016,0,1,0,0,0
5366,1741,95.0,4,2011,0,0,0,1,0
5366,2241,53.0,8,2021,0,0,1,0,0
5361,1662,37.0,4,2013,0,1,0,0,0
5360,2309,15.0,2,2021,0,1,0,0,0
5351,1043,85.0,8,2016,0,0,0,1,0
5344,2093,84.0,4,2014,1,0,0,0,0
5344,1741,95.0,4,2010,1,0,0,0,0
5319,1964,35.0,4,2017,1,0,0,0,0
5319,1765,47.0,4,2013,0,1,0,0,0
5305,1119,60.0,6,2014,0,0,0,1,0
5304,1769,25.0,4,2015,0,0,0,1,0
5302,2323,53.0,8,2021,0,0,1,0,0
5301,1590,25.0,4,2017,0,1,0,1,0
5291,1922,35.0,4,2018,1,0,0,0,0
5286,849,115.0,8,2012,0,0,0,1,0
5282,1619,130.0,4,2011,0,0,0,1,0
5280,1112,95.0,6,2012,0,0,0,1,0
5276,2574,53.0,8,2021,0,0,1,0,0
5273,1005,60.0,6,2017,0,0,0,1,0
5273,1793,37.0,4,2014,0,1,0,0,0
5264,1992,84.0,4,2013,0,0,0,1,0
5257,1237,53.0,4,2021,0,0,1,0,0
5246,1433,115.0,4,2013,0,0,0,1,0
5245,1905,140.0,4,2016,0,0,0,1,0
5241,1572,25.0,4,2016,0,1,0,0,0
5240,753,115.0,8,2011,0,0,0,1,0
5235,1490,95.0,4,2014,1,0,0,0,0
5233,2164,65.0,4,2018,1,0,0,0,0
5228,1738,45.0,4,2012,0,1,0,0,0
5227,1930,53.0,8,2021,0,0,1,0,0
5223,1484,95.0,4,2013,1,0,0,0,0
5214,2171,15.0,4,2021,0,1,0,0,0
5213,1610,53.0,8,2021,0,0,1,0,0
5199,2036,84.0,4,2013,1,0,0,0,0
5199,1944,53.0,8,2021,0,0,0,0,1
5186,2048,53.0,8,2021,0,0,1,0,0
5163,1964,65.0,4,2015,1,0,0,0,0
5161,1672,37.0,4,2014,0,1,0,0,0
5160,1211,80.0,6,2011,0,0,0,1,0
5158,1424,125.0,4,2011,1,0,0,0,0
5154,1984,80.0,4,2011,0,0,0,1,0
5150,1758,53.0,8,2021,0,0,1,0,0
5149,1108,95.0,6,2012,0,0,0,1,0
5148,2022,53.0,8,2021,0,0,1,0,0
5145,1413,95.0,4,2014,1,0,0,0,0
5145,2127,53.0,6,2021,0,0,1,0,0
5131,1695,45.0,4,2012,0,1,0,0,0
5128,2250,15.0,2,2019,0,1,0,0,0
5128,2007,45.0,4,2016,0,1,0,0,0
5117,1570,95.0,4,2011,0,0,0,1,0
5112,1614,130.0,4,2010,0,0,0,1,0
5104,1967,45.0,4,2017,0,1,0,0,0
5100,1665,45.0,4,2012,0,1,0,0,0
5095,1682,37.0,4,2013,0,1,0,0,0
5095,2052,65.0,4,2014,1,0,0,0,0
5087,1995,53.0,8,2021,0,0,1,0,0
5083,2490,53.0,8,2021,0,0,1,0,0
5077,1753,120.0,4,2018,0,0,0,1,0
5070,2112,65.0,4,2015,1,0,0,0,0
5069,2211,53.0,8,2021,0,0,1,0,0
5040,2680,53.0,8,2021,0,0,1,0,0
5036,1619,35.0,4,2013,1,0,0,0,0
5035,1860,53.0,8,2021,0,0,1,0,0
5034,2042,84.0,4,2014,1,0,0,0,0
5017,1538,15.0,4,2019,0,1,0,0,0
5016,1957,7.0,4,2020,0,1,0,0,0
5013,1761,25.0,4,2017,0,0,0,1,0
5006,1650,80.0,4,2011,0,0,0,1,0
4988,1833,95.0,4,2011,0,0,0,1,0
4972,1410,95.0,4,2014,1,0,0,0,0
4955,1147,80.0,6,2011,0,0,0,1,0
4950,1814,140.0,4,2015,0,0,0,1,0
4949,2043,53.0,8,2021,0,0,1,0,0
4941,1842,47.0,4,2013,1,0,0,0,0
4936,2049,77.0,4,2012,1,0,0,0,0
4929,1678,35.0,4,2012,0,1,0,0,0
4919,2063,65.0,4,2013,1,0,0,0,0
4914,1981,65.0,4,2013,1,0,0,0,0
4910,2049,77.0,4,2012,1,0,0,0,0
4907,2658,53.0,4,2021,0,0,0,0,1
4860,1273,95.0,4,2012,1,0,0,0,0
4858,793,85.0,8,2014,0,0,0,1,0
4856,2499,51.0,2,2017,1,0,0,0,0
4846,2029,53.0,8,2021,0,0,1,0,0
4845,1831,35.0,4,2015,1,0,0,0,0
4836,2032,7.0,4,2020,0,1,0,0,0
4834,1819,25.0,4,2019,0,1,0,0,0
4834,1902,84.0,4,2014,1,0,0,0,0
4824,2085,53.0,8,2022,0,0,1,0,0
4819,2493,60.0,2,2017,1,0,0,0,0
4812,1754,140.0,4,2017,0,0,0,1,0
4796,1103,85.0,6,2020,0,0,0,1,0
4784,1256,35.0,4,2016,0,0,0,1,0
4783,1997,77.0,4,2012,1,0,0,0,0
4776,1828,35.0,4,2015,1,0,0,0,0
4767,1526,45.0,4,2012,0,1,0,0,0
4766,1929,77.0,4,2012,0,0,0,1,0
4764,1502,25.0,4,2013,0,0,0,1,0
4756,1299,53.0,6,2021,0,0,0,0,1
4753,1203,115.0,4,2013,0,0,0,1,0
4752,1762,10.0,4,2021,0,1,1,0,0
4745,1964,15.0,2,2021,0,1,0,0,0
4742,1756,65.0,4,2020,1,0,0,0,0
4728,2595,53.0,8,2021,0,0,1,0,0
4725,1562,95.0,4,2011,0,0,0,1,0
4718,1860,84.0,4,2013,1,0,0,0,0
4711,1552,45.0,4,2012,0,0,0,1,0
4710,1763,35.0,4,2016,1,0,0,0,0
4707,1924,53.0,6,2021,0,0,1,0,0
4703,2423,51.0,2,2017,1,0,0,0,0
4701,1797,45.0,4,2015,0,1,0,0,0
4695,1046,85.0,6,2016,0,0,0,1,0
4691,1898,69.0,4,2012,0,0,0,1,0
4683,859,25.0,8,2020,0,0,0,1,0
4677,1491,80.0,4,2012,0,0,0,1,0
4665,1181,95.0,4,2013,0,0,0,1,0
4660,1922,45.0,4,2014,1,0,0,0,0
4657,1943,77.0,4,2012,1,0,0,0,0
4646,1806,84.0,4,2013,1,0,0,0,0
4633,2074,35.0,2,2020,1,0,0,0,0
4628,1581,35.0,4,2012,0,1,0,0,0
4627,1553,15.0,4,2022,1,0,0,0,0
4620,1996,65.0,4,2012,1,0,0,0,0
4607,1597,45.0,4,2011,0,1,0,0,0
4603,1541,35.0,4,2012,0,1,0,0,0
4599,2482,53.0,8,2021,0,0,1,0,0
4598,1716,25.0,4,2019,0,1,0,0,0
4597,1961,53.0,8,2022,0,0,1,0,0
4592,1986,53.0,8,2021,0,0,1,0,0
4591,1139,60.0,6,2010,0,0,0,1,0
4588,1217,16.0,4,2021,0,0,1,0,0
4585,1001,85.0,6,2018,0,0,0,1,0
4578,1327,125.0,4,2011,1,0,0,0,0
4575,1652,45.0,4,2012,0,1,0,0,0
4551,1986,35.0,2,2019,1,0,0,0,0
4551,1453,95.0,4,2010,0,0,0,1,0
4551,1941,53.0,8,2021,0,0,1,0,0
4545,2016,35.0,2,2021,0,1,0,0,0
4545,1866,15.0,8,2019,0,1,0,0,0
4543,1778,53.0,8,2021,0,0,1,0,0
4537,1982,65.0,4,2012,1,0,0,0,0
4527,1809,65.0,4,2013,1,0,0,0,0
4524,1712,65.0,4,2011,1,0,0,0,0
4504,1141,95.0,4,2014,0,0,0,1,0
4503,1847,65.0,4,2014,1,0,0,0,0
4501,1585,35.0,4,2020,0,1,0,0,0
4497,1887,77.0,4,2012,1,0,0,0,0
4493,2658,58.0,2,2021,1,0,0,0,0
4480,1999,35.0,2,2019,1,0,0,0,0
4475,1917,35.0,2,2019,1,0,0,0,0
4463,1542,125.0,3,2013,1,0,0,0,0
4455,1540,95.0,3,2016,1,0,0,0,0
4455,1385,130.0,4,2011,0,0,0,1,0
4450,1984,35.0,2,2019,0,1,0,0,0
4448,1631,140.0,4,2015,0,0,0,1,0
4442,1591,53.0,8,2022,0,0,1,0,0
4423,1097,80.0,6,2014,0,0,0,1,0
4423,1491,55.0,4,2011,0,1,0,0,0
4419,1102,60.0,6,2013,0,0,0,1,0
4416,1817,53.0,8,2021,0,0,1,0,0
4409,1582,53.0,8,2022,0,0,1,0,0
4396,2577,58.0,2,2021,1,0,0,0,0
4393,1187,53.0,8,2021,0,0,1,0,0
4386,2295,51.0,2,2015,1,0,0,0,0
4378,1012,95.0,4,2014,0,0,0,1,0
4378,2652,58.0,2,2021,1,0,0,0,0
4376,1927,15.0,2,2018,0,1,0,0,0
4372,2343,51.0,2,2015,1,0,0,0,0
4366,1888,35.0,2,2019,1,0,0,0,0
4361,1735,45.0,4,2013,1,0,0,0,0
4353,1390,125.0,3,2013,1,0,0,0,0
4353,1534,45.0,4,2011,0,1,0,0,0
4353,1900,65.0,4,2012,1,0,0,0,0
4347,1515,45.0,4,2011,0,1,0,0,0
4344,1499,55.0,4,2011,0,1,0,0,0
4342,2338,51.0,2,2017,1,0,0,0,0
4328,1908,53.0,8,2021,0,0,1,0,0
4302,1652,35.0,4,2015,1,0,0,0,0
4301,2133,28.0,2,2018,0,1,0,0,0
4285,2534,58.0,2,2021,1,0,0,0,0
4285,1903,53.0,8,2021,0,0,1,0,0
4281,514,31.0,16,2019,0,0,0,1,0
4277,1790,65.0,4,2013,1,0,0,0,0
4264,1851,65.0,4,2012,1,0,0,0,0
4259,1642,130.0,4,2014,0,0,0,1,0
4257,1458,45.0,4,2015,1,0,0,0,0
4256,2261,28.0,2,2017,0,1,0,0,0
4255,1420,45.0,4,2021,0,1,0,0,0
4253,1923,15.0,2,2020,1,0,1,0,0
4248,1786,53.0,8,2021,0,0,1,0,0
4237,1810,35.0,2,2021,1,0,0,0,0
4237,1783,69.0,4,2012,1,0,0,0,0
4235,931,70.0,8,2015,0,0,0,1,0
4231,1190,53.0,6,2021,0,0,1,0,0
4227,2135,15.0,2,2022,0,1,0,0,0
4224,1743,53.0,8,2021,0,0,1,0,0
4224,1879,53.0,8,2021,0,0,1,0,0
4187,1855,35.0,2,2019,1,0,0,0,0
4177,2220,51.0,2,2015,1,0,0,0,0
4177,1815,65.0,4,2012,1,0,0,0,0
4173,1596,10.0,4,2022,0,0,1,0,0
4170,2160,54.0,2,2016,1,0,0,0,0
4168,1719,65.0,4,2013,1,0,0,0,0
4168,1779,45.0,4,2012,1,0,0,0,0
4165,1771,77.0,4,2013,1,0,0,0,0
4162,1823,53.0,8,2021,0,0,1,0,0
4160,2442,54.0,2,2019,1,0,0,0,0
4159,2128,35.0,2,2017,1,0,0,0,0
4158,1535,10.0,4,2021,0,0,1,0,0
4155,1486,95.0,3,2012,1,0,0,0,0
4153,1602,12.0,4,2022,0,0,1,0,0
4149,2154,28.0,2,2018,0,1,0,0,0
4147,2491,58.0,2,2020,1,0,0,0,0
4139,1821,35.0,2,2018,1,0,0,0,0
4135,1817,35.0,2,2018,1,0,0,0,0
4134,1107,65.0,8,2013,0,0,0,1,0
4133,2324,15.0,2,2020,0,1,0,0,0
4130,2484,58.0,2,2020,1,0,0,0,0
4123,1754,95.0,4,2012,1,0,0,0,0
4114,1396,45.0,4,2011,0,1,0,0,0
4105,2139,15.0,2,2017,0,1,0,0,0
4102,2424,54.0,2,2019,1,0,0,0,0
4102,1792,65.0,4,2013,1,0,0,0,0
4101,1708,95.0,4,2010,1,0,0,0,0
4097,1699,95.0,4,2010,1,0,0,0,0
4090,1726,77.0,4,2012,1,0,0,0,0
4075,1601,10.0,4,2021,0,0,1,0,0
4072,547,115.0,6,2012,0,0,0,1,0
4070,1608,9.0,4,2021,0,0,1,0,0
4051,1375,53.0,8,2021,0,0,1,0,0
4050,2189,15.0,2,2017,0,1,0,0,0
4044,1393,45.0,4,2011,0,1,0,0,0
4041,1481,45.0,4,2011,0,0,0,1,0
4040,2055,35.0,2,2015,1,0,0,0,0
4025,1782,15.0,2,2020,0,1,0,0,0
4018,1204,80.0,4,2010,0,0,0,1,0
4010,1510,15.0,4,2021,1,0,0,0,0
4007,1085,115.0,4,2013,0,0,0,1,0
4005,2266,15.0,2,2019,0,1,0,0,0
4005,2277,35.0,2,2021,1,0,0,0,0
4001,1382,125.0,3,2012,1,0,0,0,0
3988,1847,15.0,2,2020,0,1,0,0,0
3982,1648,35.0,4,2014,1,0,0,0,0
3978,1830,15.0,2,2019,0,1,0,0,0
3974,1654,95.0,4,2012,1,0,0,0,0
3973,1107,65.0,4,2014,0,0,0,1,0
3966,1817,15.0,2,2019,0,1,1,0,0
3949,1269,95.0,3,2016,0,0,0,1,0
3937,1337,53.0,8,2022,0,0,1,0,0
3928,1579,53.0,4,2014,0,0,0,0,1
3925,2059,28.0,2,2017,0,1,0,0,0
3925,2080,28.0,2,2017,0,1,0,0,0
3911,1997,35.0,2,2017,1,0,0,0,0
3906,1413,65.0,6,2015,0,0,0,1,0
3906,1531,53.0,8,2021,0,0,0,0,1
3904,1364,10.0,4,2021,0,0,1,0,0
3895,1989,15.0,2,2017,0,1,0,0,0
3885,1826,15.0,2,2019,0,1,0,0,0
3878,1775,65.0,4,2017,1,0,0,0,0
3878,1509,65.0,2,2016,1,0,0,0,0
3863,1415,95.0,3,2012,1,0,0,0,0
3862,1884,9.0,2,2020,0,1,0,0,0
3855,1582,80.0,4,2011,0,0,0,1,0
3851,1983,15.0,2,2018,0,1,0,0,0
3848,1718,65.0,4,2017,1,0,0,0,0
3848,2388,53.0,8,2021,0,0,1,0,0
3847,1094,95.0,4,2012,1,0,0,0,0
3842,1493,53.0,4,2012,0,1,0,0,0
3840,1580,95.0,4,2010,1,0,0,0,0
3837,2142,15.0,2,2018,0,1,0,0,0
3817,1572,95.0,4,2011,0,0,0,1,0
3816,1880,15.0,2,2022,0,0,1,0,0
3812,2099,28.0,2,2016,0,1,0,0,0
3810,1691,65.0,4,2012,1,0,0,0,0
3807,2126,54.0,2,2014,1,0,0,0,0
3802,732,53.0,8,2019,0,0,0,0,1
3801,2013,15.0,2,2017,0,1,0,0,0
3800,1441,53.0,8,2022,0,0,1,0,0
3797,1607,95.0,4,2012,1,0,0,0,0
3787,2007,35.0,2,2017,1,0,0,0,0
3784,1680,65.0,2,2016,1,0,0,0,0
3777,2268,51.0,2,2017,1,0,0,0,0
3770,2258,54.0,2,2018,1,0,0,0,0
3769,2291,54.0,2,2018,1,0,0,0,0
3766,1262,45.0,4,2011,0,1,0,0,0
3760,1616,6.5,4,2021,0,0,1,0,0
3754,1738,65.0,4,2012,1,0,0,0,0
3752,1611,95.0,2,2016,1,0,0,0,0
3752,931,85.0,6,2015,0,0,0,1,0
3752,1316,53.0,8,2021,0,0,1,0,0
3750,1968,15.0,2,2017,0,1,0,0,0
3746,2206,35.0,2,2021,1,0,0,0,0
3730,1439,130.0,4,2012,0,0,0,1,0
3730,1633,53.0,8,2021,0,0,1,0,0
3729,1502,125.0,6,2010,1,0,0,0,0
3726,1176,80.0,4,2010,0,0,0,1,0
3726,1324,45.0,4,2011,0,1,0,0,0
3723,2224,54.0,2,2018,1,0,0,0,0
3720,1043,65.0,8,2012,0,0,0,1,0
3697,488,115.0,12,2013,0,0,0,1,0
3688,2067,54.0,2,2014,1,0,0,0,0
3686,1681,15.0,2,2017,0,1,0,0,0
3679,1320,95.0,3,2011,1,0,0,0,0
3676,1628,95.0,2,2016,1,0,0,0,0
3667,1992,15.0,2,2017,0,1,0,0,0
3662,798,53.0,8,2021,0,0,0,0,1
3658,1948,15.0,2,2016,0,1,0,0,0
3655,1456,125.0,6,2010,1,0,0,0,0
3655,1757,53.0,8,2021,0,0,1,0,0
3648,1942,15.0,2,2018,0,1,0,0,0
3644,1655,65.0,2,2016,1,0,0,0,0
3641,2286,54.0,2,2019,1,0,0,0,0
3632,1512,95.0,4,2011,1,0,0,0,0
3630,1127,80.0,4,2010,0,0,0,1,0
3624,727,53.0,8,2022,0,0,0,0,1
3617,1891,35.0,2,2015,1,0,0,0,0
3611,1663,65.0,4,2017,1,0,0,0,0
3610,2140,35.0,2,2021,1,0,0,0,0
3605,2186,51.0,2,2017,1,0,0,0,0
3603,1495,95.0,4,2011,1,0,0,0,0
3601,2025,35.0,2,2022,1,0,0,0,0
3595,1481,35.0,4,2014,1,0,0,0,0
3589,1451,45.0,4,2015,0,0,0,1,0
3585,1810,15.0,2,2015,0,1,0,0,0
3577,1279,53.0,8,2021,0,0,1,0,0
3571,1638,45.0,4,2019,0,1,0,0,0
3569,2069,54.0,2,2015,1,0,0,0,0
3564,507,140.0,12,2010,0,0,0,1,0
3555,1221,45.0,4,2011,0,1,0,0,0
3546,1616,65.0,4,2016,1,0,0,0,0
3539,1982,54.0,2,2013,1,0,0,0,0
3525,1624,53.0,2,2016,1,0,0,0,0
3518,1417,53.0,4,2020,1,0,0,0,0
3518,977,50.0,4,2016,0,0,0,1,0
3516,1371,80.0,4,2014,0,0,0,1,0
3513,2103,54.0,2,2017,1,0,0,0,0
3508,1851,15.0,2,2015,0,1,0,0,0
3508,1978,35.0,2,2019,1,0,0,0,0
3506,2027,54.0,2,2013,1,0,0,0,0
3505,1666,53.0,8,2021,0,0,1,0,0
3504,1068,80.0,4,2014,0,0,0,1,0
3495,2014,54.0,2,2014,1,0,0,0,0
3495,1553,130.0,4,2009,0,0,0,1,0
3491,2032,37.0,2,2014,0,1,0,0,0
3485,1510,95.0,2,2015,1,0,0,0,0
3485,958,40.0,4,2017,0,0,0,1,0
3478,1860,28.0,2,2016,0,1,0,0,0
3478,399,85.0,12,2013,0,0,0,1,0
3477,1566,95.0,2,2016,1,0,0,0,0
3466,1235,45.0,4,2011,0,1,0,0,0
3459,1902,54.0,2,2014,1,0,0,0,0
3459,1677,65.0,4,2011,1,0,0,0,0
3458,1587,95.0,2,2014,1,0,0,0,0
3458,1169,53.0,8,2022,0,0,1,0,0
3452,1624,53.0,8,2021,0,0,1,0,0
3448,1337,130.0,4,2012,0,0,0,1,0
3447,1604,35.0,4,2017,1,0,0,0,0
3447,1607,65.0,2,2016,1,0,0,0,0
3447,1922,130.0,2,2013,0,0,0,1,0
3446,2587,46.0,2,2022,1,0,0,0,0
3436,1531,95.0,2,2014,1,0,0,0,0
3434,1522,65.0,4,2017,1,0,0,0,0
3430,1668,35.0,2,2017,0,1,0,0,0
3426,1467,35.0,4,2018,0,1,1,0,0
3421,1986,53.0,2,2022,0,0,1,0,0
3421,1606,7.0,5,2020,0,1,0,0,0
3409,1778,15.0,2,2016,0,1,0,0,0
3404,1307,6.0,4,2021,0,1,0,0,0
3404,1382,53.0,8,2021,0,0,1,0,0
3401,1317,53.0,8,2021,0,0,1,0,0
3400,1157,95.0,3,2013,0,0,0,1,0
3398,1714,15.0,2,2016,0,1,0,0,0
3396,1413,53.0,8,2021,0,0,1,0,0
3391,953,95.0,4,2014,0,0,0,1,0
3386,1503,130.0,4,2009,0,0,0,1,0
3383,1543,95.0,2,2016,1,0,0,0,0
3381,549,115.0,8,2013,0,0,0,1,0
3380,1429,95.0,4,2011,1,0,0,0,0
3375,1497,35.0,4,2017,0,0,0,1,0
3370,1508,130.0,4,2009,1,0,0,0,0
3369,1425,95.0,2,2013,1,0,0,0,0
3368,1914,35.0,2,2017,1,0,0,0,0
3363,1512,95.0,2,2014,1,0,0,0,0
3360,1933,54.0,2,2014,1,0,0,0,0
3356,1437,53.0,8,2021,0,0,1,0,0
3354,1520,130.0,4,2009,0,0,0,1,0
3348,1293,53.0,8,2021,0,0,1,0,0
3347,1468,65.0,2,2016,1,0,0,0,0
3335,1247,95.0,6,2018,1,0,0,0,0
3333,1538,65.0,2,2016,1,0,0,0,0
3332,1516,53.0,8,2021,0,0,1,0,0
3331,1496,130.0,4,2009,0,0,0,1,0
3327,1465,125.0,4,2013,1,0,0,0,0
3324,419,45.0,4,2015,0,0,0,1,0
3320,1359,95.0,6,2011,1,0,0,0,0
3320,1554,65.0,2,2015,1,0,0,0,0
3315,1688,35.0,2,2016,0,1,0,0,0
3303,1721,15.0,2,2016,0,1,0,0,0
3302,1477,35.0,4,2015,0,1,1,0,0
3298,1160,40.0,4,2010,0,0,0,1,0
3291,1486,65.0,4,2017,1,0,0,0,0
3291,1890,54.0,2,2013,1,0,0,0,0
3288,1452,130.0,4,2008,1,0,0,0,0
3287,1482,65.0,2,2015,1,0,0,0,0
3286,1489,53.0,8,2021,0,0,1,0,0
3284,1411,125.0,6,2010,1,0,0,0,0
3280,1635,28.0,2,2018,0,1,0,0,0
3278,1708,15.0,2,2015,0,1,0,0,0
3278,2093,7.0,2,2020,0,1,0,0,0
3273,1681,53.0,8,2021,0,0,1,0,0
3271,1753,53.0,8,2021,0,0,1,0,0
3270,1410,95.0,4,2009,0,0,0,1,0
3268,1569,35.0,4,2016,0,1,0,0,0
3268,1668,8.0,2,2020,0,1,1,0,0
3266,1417,53.0,8,2021,0,0,1,0,0
3262,1603,125.0,2,2013,1,0,0,0,0
3260,1803,15.0,2,2017,0,1,0,0,0
3259,1691,15.0,2,2015,0,1,0,0,0
3253,1424,15.0,2,2018,0,1,1,0,0
3251,1804,37.0,2,2014,1,0,0,0,0
3248,1563,95.0,2,2015,1,0,0,0,0
3245,1452,130.0,4,2009,1,0,0,0,0
3244,1693,35.0,2,2014,1,0,0,0,0
3240,1760,25.0,2,2017,0,0,0,1,0
3240,1402,95.0,4,2012,0,0,0,1,0
3239,1571,130.0,4,2009,0,0,0,1,0
3234,1964,35.0,2,2018,1,0,0,0,0
3225,727,60.0,6,2011,0,0,0,1,0
3225,1563,53.0,8,2021,0,0,1,0,0
3224,1512,95.0,4,2015,1,0,0,0,0
3221,1287,45.0,4,2011,0,1,0,0,0
3217,1488,53.0,8,2021,0,0,1,0,0
3216,2029,28.0,2,2015,0,1,0,0,0
3215,1452,65.0,2,2014,1,0,0,0,0
3208,1855,37.0,2,2013,0,1,0,0,0
3207,1665,15.0,2,2015,0,1,0,0,0
3203,1485,65.0,4,2015,1,0,0,0,0
3202,1658,53.0,8,2021,0,0,1,0,0
3195,1314,125.0,6,2010,1,0,0,0,0
3195,1587,53.0,8,2021,0,0,1,0,0
3194,1411,95.0,4,2010,0,0,0,1,0
3193,1415,130.0,4,2009,0,0,0,1,0
3191,1439,53.0,4,2022,0,0,1,0,0
3184,1502,65.0,2,2014,1,0,0,0,0
3182,1551,35.0,4,2017,1,0,0,0,0
3181,1947,28.0,2,2015,0,1,0,0,0
3180,1857,37.0,2,2013,0,1,0,0,0
3176,1299,53.0,4,2021,0,0,0,0,1
3172,1487,35.0,4,2017,0,1,0,0,0
3170,1659,15.0,2,2016,0,1,0,0,0
3165,1380,6.0,4,2021,0,1,0,0,0
3164,1852,35.0,2,2014,1,0,0,0,0
3162,1813,35.0,2,2015,1,0,0,0,0
3162,1294,53.0,8,2021,0,0,1,0,0
3160,1480,65.0,4,2011,1,0,0,0,0
3158,1605,100.0,2,2013,1,0,0,0,0
3154,501,25.0,12,2018,0,0,0,1,0
3154,1394,130.0,4,2009,1,0,0,0,0
3153,1423,95.0,2,2014,1,0,0,0,0
3148,1481,53.0,8,2021,0,0,1,0,0
3142,1450,65.0,2,2014,1,0,0,0,0
3137,1450,25.0,4,2019,0,0,0,1,0
3136,1874,35.0,2,2013,1,0,0,0,0
3134,1285,125.0,4,2013,1,0,0,0,0
3133,1771,35.0,2,2014,1,0,0,0,0
3131,1164,53.0,8,2022,0,0,1,0,0
3130,1843,35.0,2,2017,1,0,0,0,0
3124,1569,100.0,2,2013,1,0,0,0,0
3120,1790,5.0,2,2021,0,0,1,0,0
3119,1807,35.0,2,2018,0,0,0,1,0
3119,1374,95.0,4,2010,1,0,0,0,0
3119,1812,37.0,2,2014,0,1,0,0,0
3113,1807,47.0,2,2014,1,0,0,0,0
3109,1457,125.0,2,2012,1,0,0,0,0
3106,1445,35.0,4,2017,1,0,0,0,0
3106,1631,35.0,2,2014,1,0,0,0,0
3103,1507,7.0,8,2021,0,0,0,0,1
3100,1380,95.0,4,2009,0,0,0,1,0
3098,1717,35.0,2,2014,1,0,0,0,0
3097,1559,53.0,8,2021,0,0,1,0,0
3094,1369,53.0,2,2016,0,0,0,0,1
3092,1552,95.0,2,2016,1,0,0,0,0
3091,1609,53.0,8,2021,0,0,1,0,0
3090,1607,65.0,4,2013,1,0,0,0,0
3085,1615,35.0,2,2015,1,0,0,0,0
3083,1520,35.0,4,2016,1,0,0,0,0
3074,1392,95.0,4,2009,1,0,0,0,0
3072,1286,53.0,8,2021,0,0,1,0,0
3067,1714,15.0,2,2020,0,1,0,0,0
3066,1345,130.0,4,2008,1,0,0,0,0
3066,1050,53.0,8,2022,0,0,1,0,0
3066,745,53.0,8,2021,0,0,0,0,1
3064,1884,28.0,2,2014,0,1,0,0,0
3061,593,75.0,6,2013,0,0,0,1,0
3061,1397,65.0,4,2013,1,0,0,0,0
3045,1336,130.0,4,2010,0,0,0,1,0
3044,1881,23.0,2,2015,0,1,0,0,0
3043,1254,53.0,8,2021,0,0,1,0,0
3041,1543,35.0,2,2015,0,1,0,0,0
3040,1206,10.0,4,2017,1,0,0,0,0
3034,1287,95.0,6,2010,1,0,0,0,0
3030,1589,15.0,2,2015,0,1,0,0,0
3026,1916,28.0,2,2014,0,1,0,0,0
3025,1761,37.0,2,2013,0,1,0,0,0
3024,1832,5.0,2,2021,0,0,1,0,0
3015,1558,53.0,8,2021,0,0,1,0,0
3013,1372,65.0,2,2015,1,0,0,0,0
3007,1925,15.0,2,2015,0,1,0,0,0
3006,1862,35.0,2,2013,0,1,0,0,0
3006,1271,53.0,8,2021,0,0,1,0,0
3002,1740,37.0,2,2014,0,1,0,0,0
2994,1170,10.0,4,2020,1,0,0,0,0
2991,1783,5.0,2,2018,0,1,0,0,0
2990,1604,53.0,8,2021,0,0,1,0,0
2989,1382,35.0,4,2017,1,0,0,0,0
2988,1317,95.0,4,2009,0,0,0,1,0
2986,1522,53.0,8,2021,0,0,1,0,0
2983,1578,15.0,2,2017,0,1,0,0,0
2983,1410,53.0,8,2021,0,0,1,0,0
2982,1758,15.0,2,2015,0,1,0,0,0
2980,1485,65.0,4,2011,1,0,0,0,0
